text,label_raw,stars,char_length,word_length
dining experience was OK.\nFirst off the seating area is not roomy feels like your up in everybody's business on the table for 2. Service was good except for waiting at least 20-30 mins to get a glass of water. The food was tasty had kung pao chicken plate with a couple of rolls. Overall good experience just felt really uncomfortable  with the super tight seating space from table to table.,2,3,392,70
"So I guess maintaining customer service isn't their attitude. With a backyard that is half dirt. I get charged almost twice as usual. Telling me that it's \""overgrown.\""  I can say it was higher than it was when they were supposed to do my yard versus when they actually made it, but it was the same height as usual when they come. Additionally, they were only in my yard for 20 min. You can't mow and weed an overgrown yard in such a small amount of time. Good service is hard to find so this loyal customer will say good-bye to snappy lawns.",1,2,543,103
Prefer QDub over Chipotle. They are a little weak on the meat portion and 'very little' cheese ends up being a mountain full. One of my favorite for fast food tacos.,3,4,165,31
"I returned to Hatfield Family Medicine, 36 weeks pregnant, after a few years of not seeing a primary care physician. I rarely go to the doctor but have had regular visits with my OB during my pregnancy and he requested that I receive a vaccine from my PCP... I complied and made the appointment with the last office I had been to, Hatfield. \n\nWhen I called to schedule the appointment the girl that I spoke to on the phone was VERY rude, short and seemed to be talking to someone else in the background about something unrelated to my phone call. I gave her all of my insurance information (ID numbers and such) and set a date. I then asked her if my vaccine would be covered by my insurance policy and she bluntly told me that it was my job to find that out, not hers. Fine. \n\nOn the day of my appointment I arrived 10 minutes early, and signed in. There were 3 women at the desk when I arrived and not one of them greeted or even acknowledged me upon arrival. I gave them my insurance card and photo id when they finally got to me (I was the ONLY one in the waiting room at the time) and was then told, with a snotty attitude, that I needed to call my insurance and have their doctor added to my list as I had been assigned to another doctor. Again, Fine. \nI don't mind making a phone call, that I can only assume could have been done LONG before my appointment time, if someone would have had the decency to ask me to do so. They could have easily asked me to make the call prior to my appointment instead of snapping at me in the waiting room 5 minutes prior to my appointment because it wasn't done. (I should also mention that I am new to this insurance plan and had NO IDEA that I was even assigned to a doctor, let alone a doctor that wasn't theirs!!) \n\nMy appointment was in the very early morning, so I partially understand the lack of enthusiasm in the office, but after dealing with the front office staff I am fully convinced that their bad attitude is probably an all day type of thing. I was hoping that I could voice my concern to the doctor, but he too was rushed and seemed inconvenienced by my appointment. After seeing the doctor and receiving the ONE vaccine that I had to go through all this trouble for, I was then left to exit the office on my own and was, again, not acknowledged on my way out, even after stopping at the counter to make sure no co-pay was due. \n\nI work in the medical field and can tell you first hand that staff like this in any other office would be terminated... It's a shame that an office built upon \""family values\"" hires such unpleasant personnel to be the face of their business.",0,1,2640,504
"Having heard and read so many different views on Destihl, I was looking forward to being part of a group dinner tonight. My group of 12 was immediately seated and drink orders were quickly taken. Service was interesting. Although our waiter was excellent, there seemed to be several uncertainties when drinks and food were brought to the table. Things got to where they needed to be, but I was surprised there seemed to be so much trouble just getting the orders to the correct guests.\n\nThe food was wonderful! We had some excellent shared appetizers -- beer-battered asparagus, stone oven pretzels and beer-battered bacon. I had the Greekish salad and the cedar plank salmon. My wife had bacon & brussels and roasted beet salad. Others had a variety of chicken, seafood and meat entrees. For dessert my wife and I shared the chocolate cake.\n\nI tried a few of the four ounce beer samples and had a bloody mary. The beer was very good, the bloody mary excellent in presentation but only average in taste.\n\nWe were not expecting to spend almost three hours having a leisurely dinner, but the evening was very nice. I was impressed with the general vibe for a Saturday night.\n\nAll in all, I was impressed with Destihl and will definitely come back to try lunch or perhaps dinner with my wife or a smaller group.",3,4,1316,227
"Come to the area for business on a regular basis and find myself trying as many different restaurants as possible.  Took a group here (mid-week...not particularly busy) and was disappointed all the way around.  It's one thing if the food isn't as good as you would hope or expect but when the service is lacking for no apparent reason, it leaves a doubly bad taste in your mouth.  I'm a proponent of the \""fool me twice, shame on me\"" school but not sure about The Grind.",0,1,471,86
How many people will get fooled coming here thinking it's great Asian food? The duck was OK. It's just not worth it.  Took 2 hours to get our regular order. Other tables got up and left. Our party of 10 stayed and roughed it out. When the food finally came it was cold and we were too tired to enjoy it. So they write a few Chinese words on the ceiling and throw in some asian looking statues. Ok looks like a Chinese restaurant now. Lol. To sum it up the food sucked and the service sucker. We went to the club and it was packed. They didn't count how many just let everyone in. I think the fire Marshalls came. Am I a complainer? No! This whole facility is poorly managed. Who is the GM and where were they 1.1.2015? Fire them asap. BTW. Who serves duck with Tortillas?? Its supposed to be with Steam buns. You don't see Asians in here which means it's an expensive version of PF Changs at most. You don't see Asians at Panda Express either.  Hint hint  I dont mind spending $1000.00 for food but it better be a decent experience.  So now they can take some of that money to put into marketing and lure in more suckers. Save your money and TIME because this place will take them both from you.,0,1,1195,230
"Where I lost most of my money but this review is for the horrible service I was provided. Sure, the Jabbawockeez show wasn't bad and Britney Spears sat a couple rows behind my sister but this place is so grungy and needs to keep up with the architecture. Come see me at the Bellagio!",1,2,283,54
"Wow...where to start...right when you enter the eatery, the environment is very friendly as well as the staff! The food was great! And being half Ethiopian, I know quality Ethiopian food. Their injera had a doughy texture and was amazing and I really recommend the Lalibela Exclusive if you're coming with a group or with the family. You can even also add other entrees with it and I really recommend their shiro wat too. Price was also reasonable and you will leave stuffed and satisfied!! Lalibela won't disappoint you! Great Ethiopian restaurant overall!!",4,5,558,93
"My visit here Sunday eve. was similar to dating a gorgeous jerk. Atmosphere, service (attentive) and wine options were great and expectations high(based on looks)... but half the tapas I tried were poorly executed. \n\nDrinks: a tasty (affordable-like all their wine/cocktails in general) glass of Chenin Blanc(cheapest I've ever seen, but from S. Africa), then a good moscato. Wine flights here are fairly priced as well and offer grouping or individual tastings as an authentic wine bar should. The wine, cocktail and bubbly lists are amazing and the wine list is esp. eclectic.\n\nTapas: \nFirst up, a delicious gorgonzola salad w/ crunchy proscuitto and delicious dates. Best salad ever. Yay! Finally, a great meal to impress my friends visiting the strip!.... then s%!t starts tasting very cheap very fast:   \n\nThe onion \""puff\"" pastry soup came out within one minute and tasted like it had been under a heater or overcoooked(burnt, rubbery crust, sans any puffiness or flakiness to its texture). The scallops were tasty and perfectly cooked. I wasn't sure what to think.\n\nThen came the stuffed chicken... very overcooked... unforgivable?(should we break up; I just didn't know what to say... like all the others, huh?). \n\nThe filet with blue cheese was flavorful and met expectations, even though my medium rare was probably medium. Proscuitto di parma was great-a therapy session to address my unstable joy-then aged gouda was served with a delicious raspberry jam but also with the most stale crostinis I've ever tasted. These were obviously not prepared of me but for some other guy who'd stopped by earlier, or maybe for anyone with mullah-typical. I only ate the crust for its mild crispiness. \n\nThe flatbread dishes looked/sound creative and appealing but I was not in the mood.\n\nDessert:\nThey offer a beignet, but one friend suggested we share the crepe. YUCK... they sent out that one joke-on-a-plate, where the chef has reinvented the crepe as a cold (\""deconstructed\"")one w/ flavorless, unripe fruit that makes italian desserts overly sweet by comparison... we(all french) each took a bite and smirked. I've enjoyed similar crepes before at a ton of other places, but this one sucked... no honey/sauce /nothing on the plate was on the same page.\n\nTo be fair, this place is cheaper and far more chic than the the Bellagio's Pettrosian or those cheesy bars at the palazzo/venetian. Predictably, I plan to return to this sexy spot for wine and maybe try a couple dishes but nothing serious. Maybe I'll ease in w/ sunday brunch. I just need time. I regretted not going to the encore's (consistently fabulous) lobby bar.\n\nThey should definitely cut their menu in half and master a smaller # of dishes.",2,3,2729,441
"I've never had any desire to be here. I actually had no idea it was a place to be. I didn't even know where it was to be honest... I had just heard about it... just that it existed by name. Nothing more. Had I seen the reviews here before going, I might not have even bothered. \n\nA friend of mine was working the whole Fashion Week thing and somehow scored us these amazing $400 all-access VIP Super Passes to the whole thing including the after party held at the W. \n\nThe downtown area was a traffic congestion nightmare so it took awhile to get a place to park. They were holding a red velvet rope line show at the main entrance to the hotel where all the cars pull up. So elegant and fancy. We waited outside amidst the fumes and fancy rides for our turn to enter with our super passes for what seemed like forever. \n\nAlas, it was not meant to be as the guy at the door (read: giant useless turd in a suit) finally told my lady friend that he can only let girls in that don't have guys with them... and apparently only if they pass a certain age, boob job, slutty dress set of standards that only exist in this guy's head. Some guys were getting in, but only models from the show pretty much. \n\nI tried to convince my friend to just leave so we could go someplace I actually like, but she was wanting to prove a point on principal. She confronted him a few times about his being a soulless anus, but he didn't wouldn't change his position about us. \n\nI should've stepped in and said \""look - we've been standing here long enough - either let us the hell in or tell us we aren't welcome here even with our $400 all-access VIP super passes so we can fuck off to someplace better where we don't have to look at your shitty face, you hack.\"" \n\nIn the end our time was wasted. Elitism won and we finally gave up since there was only an hour left of the night and the line had dwindled to only a few dozen people unfit to enter the exclusive party. My friend was too upset to salvage the energy to go to another place. She actually was over the whole Scottsdale thing and insisted that this was representative of the whole city - I was unable to assure her it wasn't (but I assure you it isn't). We hugged a sad goodnight right there in the W carport and went our separate ways. \n\nIt's easy to say I didn't really want to be in there in the first place - well, I really didn't. I was just interested in having a drink with a friend and catching up. The W just wasn't meant to be the venue to host such an event. \n\nI never got to see the inside from the inside, but I'm pretty sure it smelled like shit covered in puke in there and was likely covered in some sort of sticky film that only drips off of the most hoity of toity. It's not that I'm jealous because I was already hanging out with all these same fake assholes at Fashion Week an hour earlier - I don't know that a change of scenery would really make them that much more compelling and interesting. In fact, I'm sure it wouldn't. It's just that I don't like places that judge you worthy or unworthy of coming in. It's demoralizing and insulting. Even if they had let us in, I would've felt the same way. \n\nPretentiousness is next to ugliness. \n\nIf I had actually paid $400 for that VIP Super Pass and not been let in to the party immediately, I'd be pretty livid. Since it was free, I can't be that mad - but the rope guy didn't know I got the passes for free. We were dressed nice and we're all fairly attractive people. Maybe I'm too old or too fat or didn't have on an Ed Hardly or Affraction shirt. Maybe this dude just didn't like the cut of my jib. No telling why for sure, but I certainly wouldn't have waited more than 5 minutes if it wasn't for my friend wanting to get in. It's just not something I do. \n\nSo I didn't get to see the inside of this place from the inside - just the car port with the parade of Escalades, sports cars and exhaust fumes. I'm sure it's pretty nice in there, but the only thing I'm willing to wait in line for that long is Space Mountain at Disneyland. I'm pretty sure there's nothing nearly as great inside this shallow pit of pseudo cool as fucking Space Mountain. \n\nBlow me, W... you $#&@",0,1,4208,811
"This review is for the hosting staff only...\n\nOk, so every time we come out to Vegas to visit my brother we eat here at least once. Usually we have a little wait to sit down-5-10 mins most. We are a party of seven. I've been sitting here now for 30 minutes waiting for a table while they seat a party of eight that is not even all here yet. \n\nThen they ask us if we can squeeze into a booth with a high chair on the end. A booth for four. And it is really not that busy in here.\n\nStill waiting...almost 40 mins.\n\nBe smart and don't hire stupid kids as hosts. And take off that stupid beanie. You're indoors for goodness sakes.",0,1,634,122
"No options for egg free hamburger bun!  Was told by the manager that all of the buns contain egg, so my son was unable to order a burger.  We opted to not eat here as a family, since they were unable to accommodate him.  Sad that restaurants are not willing to take allergens into consideration when creating the menu and offer options.",0,1,336,62
"Mister Steer is a Montreal institution. Once voted to have the best burgers in Montreal . The interior has a dated 70's diner feel to it. \n\nOnce you are seated - be prepared to get a green salad. There's no way to say no to it. The waitress will serve it to you immediately (I see the salad as a good introduction to the grease that's about to come...) and you have only 1 choice of dressing: French (never asked if you can have ranch..)\n\nMr. Steer is known for their ball burgers. What I mean by this is that the meat is not shaped into a flat patty - but rather a ball. It cooks nice and evenly on the outside. The only way to order a burger here is medium - anything else and you are loosing out on the flavour. \n\nAnother great item here are the Suzie Q fries. These are curly fries that you can get with your burger. The fries are a hit or miss. Sometimes they are served nice and crispy, other times they are warm and taste like they have been waiting for my burger under a hot-lamp. \n\nIf you are visiting - make a point to stop off here. It's a downtown landmark. If you are a local and have never been, what's stopping you?",3,4,1138,222
Awesome lunch specials for crazy cheap.  Greta sushi as well. Never had a bad experience.,4,5,89,15
"They definitely make some good burgers here. \nMy sister had the Tex-Mex which was pretty good and Mexican tasting.\nI had the Buffalo Chicken which was perfectly spicy and also featured bleu cheese. I liked it. \nThey have good salads too, apparently. My dad had their Chinese chicken salad, which I tasted and liked.",3,4,318,53
"Have I mentioned that I love dive bars? This is a great dive bar. Small, but not overly sticky and dirty. Friendly bartenders and patrons. Standard beer selection. And there's pool and other things too. It's dark and just slightly sleazy. This definitely a good place to kill time, lose some money, and enjoy some cold beers.",3,4,325,57
"Shelter is a charity shop, so I feel a little politically incorrect bashing it, but my complaints are totally aesthetic. The other ones on the street, namely Oxfam, Cancer Research and Barnado's are so much nicer to look at!  One the one hand, the other stores may just be better at concealing the fact that all these products have been owned by someone else (a fact I'm sadly not too comfortable with) but it'd also help if Shelter was a little bit better organised. \nWhat it does have going for it is that it's not as strict on what it sells, so you could leave with anything from a tunic made in India (I did!), some cooking utensils, a book, or a colourfully sequined hat!",2,3,677,125
"It's a 25,000sf spectacle worth seeing at least one time. After that if you're over 30 and not an underwear model don't bother... I also suggest you pay with cash*\n\n*A few girls I know got hit with an $8000 tab after a couple bottles of Ace of Spades appeared on their table (likely the dumb-ass promoter). They signed for an expected $1,600 tab that Sunday (plenty for four girls) and then got the $8,000 rude awakening the next day - I don't know think Maya ever refunded this. \n\nYES! Eight Thousand Dollars!",1,2,514,92
All Chilli and no dog... Not like the ones in LA at all!,1,2,56,13
"I have to admit, I had a good surgeon, and a good physical therapist, my knee is 200% and doing well.  I was surprise when my doctor gave me my discharge instructions and said I would start PT in two days, but I can now see the importance of starting quickly after surgery and sticking to it.\n\nI did the list of exercises daily even doing them twice on the day of therapy.  Once at home and once in the clinic.  I think that's why I got the full range of motion back quickly and it's doing well today.  I would recommend this place to anyone needing PT, they are friendly, knowledgeable about the exercises and do not lecture.",4,5,628,118
"After a quick drink at Public House, I was feeling pretty good, and hungry, and a little buzzed. Here's how my conversation with our waiter began:\n\nMe: \""What kind of bread is this?\""\nWaiter: \""They're popovers sir.\""\nMe: \""Has anyone ever commented that they're shaped like dicks?\"" \nWaiter: \""Haha, no sir, very good observation sir.\"" \n\nYup, their popovers were pretty much shaped like dicks. They were a bit cold, oily, and combined with the refrigerated butter (one of my pet peeves at restaurants), a big disappointment. Despite the phallic start to dinner, the rest of the meal and service was excellent. \n\nThe recommended lobster bisque was a great way to cleanse my palate of that bread. There were big chunks of lobster meat and the bisque was well-seasoned without going overboard with the salt. Delmonico is known for their bone-in ribeye so I ordered that medium-rare. The steak was more on the medium side, but no complaints here as it was just as juicy and tender. No steak is complete without a side of creamed spinach, which was done well. All sides are portioned to be shared. Despite a misstep with my friend's order (bone-in NY strip instead of boneless), service was spot on.",3,4,1205,201
"Good call Yelpers, good call.  Full disclosure, I've had barbecue at some pretty famous establishments in Austin and Kansas City.  While this place doesn't have the history or the reputation of some of barbecue bastions of the world, this is definitely among the best barbecue joints I've been to in the valley.  Perhaps that might not be a high bar to clear, but its definitely worth a try.\n\nAs with so many barbecue joints I've been to, this location seems to have a goofy disposition.  This particular establishment is located in a row of storage warehouses right across the street from Deer Valley Airport.  You really have to be looking for this place as the exterior blends in with all the other businesses in the complex.  Once inside though, the story changes entirely.  I was warmly greeted by a gal at the register as the lunch crowd came streaming in.  Their meat smoker is right behind the register filled with slabs of brisket, ribs, pork, and sausages.  The smell wafting into the front counter is heavenly.  Theres a tiny amount of seating up front, but there's a bunch more around the corner in back.  The back is basically an industrial garage thats been turned into a sports lounge of sorts with multiple TVs showing ESPN channels, a bunch of booths as well as table seating in the middle.  Not fancy or pretentious at all, but very relaxed.  If it had a bar, it'd be perfect.\n\nBeing that this was my first trip, I grab a sampler plate.  You get pulled pork, smoked chicken, and smoked sausage along with two sides.  For a little extra you can substitute a meat for brisket.  Being that brisket is their calling card, I exchanged brisket for chicken this time.  I got BBQ beans and waffle fries as my sides.  And got a couple of soft rolls to make sandwiches with my meats.  I grabbed a booth seat in back since the front was already getting crowded.\n\nSo let's get to the verdicts on their food.  And for the record, I typically like to eat my BBQ without sauce as the best barbecue doesn't need it.  For starters, excellent brisket.  Nice smokey flavor with a pronounced smoke ring to match, tender and juicy, and a nice portion.  The sausage's smokey flavor was a little less pronounced, but plenty juicy and flavorful as well.  The pulled pork was also good, though perhaps a little on the dry side.  The beans were a little bit of a bust as I didn't taste any BBQ flavor in those.  I actually got the waffle fries so I could try their four sauces which are provided at the table.  Of the four, I actually like their mustard flavored sauce best.  The mustard gives it a little tangy zip that adds to the flavor without being too spicy.  They also have a sweet & mild sauce, a smoked tangy sauce, and a hot & spicy sauce (it wasn't all that hot in my opinion).  I applied a little of the mustard sauce to the meat which was great, though as I said great smoked BBQ doesn't need sauce.\n\nTotal for the sampler plate (including the brisket substitute and two sides), 2 rolls, and fountain drink was $15.  Good lunch portions that left me satisfied without feeling uncomfortably full.  I was in and out in less than 30 minutes.  The place was really getting busy as I left so the average time spent here might be a little longer than that.  \n\nAfter eating here I still give a slight edge to Bobby Q's as the best in the valley, but POAF can certainly hold their own, especially on the brisket.  In the end, its not Bryant's, or Franklin's, or Salt Lick.  But if the Phoenix area is going to get into the barbecue sweepstakes going forward, it will be competition style BBQ joints like Pork On A Fork that will be forging that path.",3,4,3657,658
"I had a problem with a coolant leak on the top of my 2008 Ford Expedition engine.  I had had my AC repaired a year earlier at this shop without concern so I when to Greulich's on Ray Road again to have them provide me with an estimate to repair the coolant leak.\n\nI arrived about 4 PM on a Weds and explained the problem.  With little discussion, the Service Writer (Kelly15) took my keys to have a mechanic \""take a look\"".  There was no discussion about any fees to get an estimate.\n\nAbout 45 minutes later, I was presented with an estimate of $1,558.93 to have a couple hoses replace and to remove and replace the engine intake manifold.  I was dumbfounded because it was obvious that the hose was leaking at some of the manufacturing joints and spraying down on the engine.  I challenged the Service Writer and said I didn't think the manifold was the problem.  He assured me that his \""Master Certified\"" mechanic confirmed the need of manifold replacement.\n\nIn disbelief, I said that I would have to have another garage provide me with an estimate before proceeding at which time, I was asked to pay $58.50 plus tax for the mechanic's time.  Bull S!, I was never advised that an \""estimate\"" came with a $58,50 shop bill.  With a firm (read LOUD) voice, I said \""I'm not paying your bill\"" and my vehicle was returned to me.\n\nLong story short, I purchased the replacement hose assembly from a retail automotive store and the necessary antifreeze to replace the hose.  After 200 miles, I observe no additional leakage.  Total repair cost in parts was $139.95 and a couple of hours of my time.  Total SAVINGS to me $1,418.98.  \n\nIt goes without a second thought that I will not be using Greulich's services and will have reason to tell others why I have reached my decision.",0,1,1788,315
They have good kettle corn,2,3,26,5
"It's not your mother's spa...it is your grandmother's spa. Literary. The resort is mostly occupied with senior citizens, though nothing is wrong with that. The spa is on the smaller side and looks old. It is also quite dark in comparison with other sun-infused Arizona spas. I was mildly grossed out seeing the toilet stalls adjacent to and facing the jacuzzi area, but, after consideration, it must be gerontologically-appropriate. To make matters better, there are two wheelchair-accessible showers strategically situated in between the toilets and the jacuzzi.   \nEverything else was uneventful and I did not stay long.",1,2,623,97
Suggestions :\n\nBook an Appointment. \nHave a lowered car?  \nDefinetely book an appointment in advance. \n\nAndre was honest when I got in. He said he would try to squeeze me into their time slot. Dealership quality service at a small shop location. Will probably do my major work at this location.,4,5,300,50
"Every time we visit Vegas we come here for a boba milk tea as a special treat. The ladies at this store are always nice and the teas come out very quickly, even if there's a line.",4,5,179,37
"Meh... Love that it's local and the food isn't usually bad. Just expensive.\nI feel like I'm in the middle of an identity crisis when I'm there. They want to charge fine dining prices, but operate as a mom and pop. Tonight the service was poor and the \""homemade\"" pasta was chewy. Nobody asked so I didn't mention it.  Oh and the bartender/server didn't have her long hair pulled back. Ewww! Whenever I hear \""can I get another one\"" from more than a few customers, I realize it's not just me. In this economy going out to dinner is a treat for most... I hate it when restaurants forget that.",1,2,593,109
"We were invited to go to Vegas to celebrate the birthday of one of my cousins during the last weekend of July and needed a cheap motel to crash at when we weren't perusing the strip and generally having a good time.  Soooooo I went out to expedia.com and found this place.  It was reasonably priced, and the location was good, so I booked it.  Then, the day we arrived as we were waiting to checkin, I read the Yelp reviews and began to get a bit nervous.\n\nTo be honest, this isn't a bad motel.  It's not really a great hotel either.  We experienced some good and some bad with this place.  I'll summarize below.\n\nGood:\n * Location!  This place is just off the strip, about a block away from the \""4 Corners\"" area where the Tropicana/MGM Grand/Mandalay Bay/Excalibur are, along with New York, New York nearby as well.  Its an easy walk to these resorts.\n * Coco's!  The place is situated right behind a 24 Hour Coco's!  And the Coco's is one of the best food deals in town.  The food is great.\n * Air Conditioning.  The A/C worked very well.  In fact, it was almost arctic!  A must in Las Vegas.\n * EPIC Water Pressure!  The water pressure for the shower was wonderful!  Hot water remained hot for ages.  I've had crappier water pressure in much swankier hotels.\n * Management.  They were quite friendly and were able to give us a ground floor room.  The wifey is slightly disabled and stairs and she don't agree often.\n * The Beds!  The bed was actually quite comfortable, and the wife couldn't stop raving about the comfyness of the pillows!  We slept very well - which is something we rarely do in a motel/hotel\n\nNot So Good:\n * Upkeep.  Our tub had some of the porcelain missing and we could see some rust in a corner.  The room itself was tidy enough, but the whole place is in desperate need of renovation.\n * WiFi.  This was one of my biggest complaints.  The WiFi here (an IBahn service) is a FEEBLE JOKE!  You could barely get a signal ANYWHERE and when you did the speed was so slow (really?!  384kbps?!!!) that it was a joke.  I was almost tempted to jump on the WiFi from the neighboring Motel 6 even though it was $3/day.\n * The TV.  I'm not complaining about the tv service per se.  The signal was strong with no fuzz and wifey and I were able to snuggle together and watch Ghost Adventures as we were winding down from the day.  My complaint is the SIZE.  A little 20\"" tv barely does it, people!\n\nOverall, we had a decent experience here.  Many people complained about the \""paper thin\"" walls.  But really, once we were ensconced inside - we hardly noticed the outside world or anyone on either side or above us.  The blackout curtains worked great, too.\n\nThis place is an average place to stay.  Its mostly meant as a place to crash for the night and unwind after the day.  For a basic hotel/motel, it gets a solid 3 stars - even though there are some things that need to be addressed.\n\nThe price was great too.  With my AAA Discount - 3 days/2 nights on the weekend was $100.76.  Not too shabby!",2,3,3036,550
Great service! Excellent menu! Their chateaubriand steak was mouth-watering!,3,4,76,9
"I was craving something last night and couldn't figure out what I wanted. I happened to stumble across this place and decided to give it a try. I ordered the house fried rice and some crab rangoon. Now the crab rangoon were pretty good and I was actually bummed that you only got four but it was only about $2.50 so I cannot complain too much. The fried rice was just ok. For it to be house friend rice, which comes with beef, chicken, pork and shrimp, I can understand not having alot of the shrimp but it didn't have much of anything. I mean it tasted ok, but I was hoping for a little bit more meat than there was. It was a quick meal considering I didn't really know what I wanted to eat anyway. I may give it another try and hope that it's a little better next time.",2,3,771,152
"Yea, it's a Wendy's but great service! Usually when you're in an airport the service is rude, good thrown together, and extremely overpriced. The line was long and they were busy and the employees were always smiling and pleasant. Not that obnoxious fake pleasant either. They were genuine. The food was great! They do charge 31 cents per ranch but that's corporates policy, not theirs.",4,5,386,65
"I'm not one to write reviews but I had to stop what I was doing to let you know how amazing Leah Joy is!!!\nNeed a last minute blow out, make up or color??? Leah Joy is the go to gal to make you feel beautiful. I love the fact that she is mobile and will come to you at a moments notice. She is incredible with an extension blow out (girls, please don't try to do this on your own, it's just not worth it). Want to look like a million bucks??? Cal Leah Joy ASAP!!!\nMake sure you get the \""beachy waves\"" blow out; there is honestly nothing better. She knows how to work the curling iron better than anyone I know. And my blow out can last almost a week. So what are you waiting for??? Make that call, you deserve this special treat, or in my case... Twice a week treat. Now, aren't you worth that??? look and feel your best, Leah Joy is the only person in the valley to call.",4,5,876,174
Feeling generous with the one star today. Food was good but service was lacking. I don't believe that you should have to wait 30-40minutes for water to arrive at your table or watch your appetizer pot steam for that long either.  The bad service outweighed the food this time. Disappointed. Seems like the Melting Pot should read some of these reviews to make improvements.,0,1,373,64
"It was very over priced, burger was just alright, nothing amazing or spectacular. Went with friends who were also just as unsatisfied. One ordered the bleu cheese burger, asked for balsamic vinegar, which he never got. Made his burger suck even more. Fries were cold and not many on your plate. At least fill me up on some potatoes if your burger blows, YA FEEL ME?!",1,2,366,66
"I found this place by accident as it is tucked into the side of a small strip.  There is another place in the same strip but on the other end called Arivaderci....Don't ever go there....Their food is just bad....I only mention them to ensure there is no going to the wrong place!!\n  When I arrived at Giuseppe, I walked in the door and the inside was full but the outside patio area was completely empty.  As I appraoached the counter, the gentleman just said what can we do for you.....I was a little taken aback as I did not know how to answer that.  I figured usually when you walk into a restaurant, they say how many and seat you.  I literally said that I was there for dinner.  He then said I could sit out the patio if I wanted to.  So that is where I went.  I waited for  a while and a waiter finally appeared and took my drink order. Then came back witha menu.  He brought bread (which was totally dry and the \""herbed\"" butter was no more than butter with some parsley in it) and my drink and was gone again.  When he finally came back, I ordered meat ravioli.  That was brought out by someone else....I never saw my waiter again.  I had to wave through the window to get someone's attention to get my check....OK, the raviloi's were good, but the service sucked.  I guess I had to be one of the \""elite\"" customers inside to get anyone to even bring me another drink...I will probably attempt to go here again (I always like to give places a couple of chances before I totally discard them. )  First impressions are important.   Oh, and btw, the tines on my fork were so bent that I ended up having to press it against the table so I could use the fork....It is definitely \""down home\"" Italian.  One last thing, my name starts and ends with a vowel and has a vowel in the middle.....So I know great Italian....This is not great, but is pretty good. The prices are not all that wonderful either...Small portions for the price.\nOne thing no one mentioned....this is a cash only place, so no credit cards or checks.....Maybe it has something to do with tax collection...HMMMMM?",2,3,2088,385
"Flipping great eyelashes!  I bought a pair of these blue feathery eyelashes for a costume party.  I got compliments all night, everywhere we went, on how cool my lashes looked. They were very reasonable at $10 a set.  The most expensive eyelashes they have are $12.  I also asked the sales associate how much it costs to have make up done there...it's $40 for the application or you can get a product and application for $60.  Pretty typical for getting your make up done.\n\nThe sales associate was very helpful.   Asked a lot of questions and showed me their look book so I would have a better idea of how the lashes would look on.  \n\nWithout a doubt, I will be back for lashes.  I'm also planning on trying some of their regular make up too!  Very fun shop!",4,5,762,138
"My daughter took my husband and I for our anniversary last month.  I have to say this restaurant is one of descent Chinese restaurants in AZ since we used to live in San Francisco.  It's a little pricey but we enjoyed the ambiance, good service and good food.  I'm still looking for a non chain good Chinese restaurants since I love dim sum.",3,4,341,63
"J'ai pass\u00e9 devant avec ma copine et un couple d'amis. Ma copine avait envie depuis un bon moment et mon amie solidaire l'a accompagn\u00e9e au toilette, pendant que je regardais les critiques du resto sur Yelp.\n\nMa copine s'est rendu au toilette sans rencontrer personne, mais mon amie a rencontr\u00e9 un homme qui se disait le propri\u00e9taire. Il lui a demand\u00e9 si elle allait vomir! Totalement surprise et scandalis\u00e9e elle lui a r\u00e9pondu NON! Il lui a alors demand\u00e9 si elle allait faire un num\u00e9ro 1 ou 2! Elle a juste r\u00e9pondu d'un hochement inqui\u00e9t\u00e9e de la t\u00eate et s'est d\u00e9p\u00each\u00e9e d'entrer dans les toilettes sombre de l'\u00e9tablissement.",0,1,709,107
"It sounds like the food here is spectacular and I wish I'd have been able to try it. Unfortunately, I'm not cool with being pointedly ignored when I walk in somewhere and say hello to the person behind the counter. \n\nLong story short I walked in, was ignored. Went to counter, was ignored. Got order taken, tried to use a coupon, the lady said \""No.\"" \""I can't use it?\"" \""No.\"" \n\nOh. Alright.\n\nI was ordering the daily special and wanted to use an Entertainment coupon. I'd have understood if she had been really nice and just let me know that she would be losing money on a coupon. Then I'd have pocketed the coupon and went about with the order. I just don't like being treated like a stupid jerk. I get ignored and given attitude like this when I wear a name badge, I don't need it when I enter an establishment to spend money. So I told her I'd just go somewhere else and she shrugged.\n\nNo big loss for either of us, I suppose!",0,1,941,175
"I drove 22 minutes to arrive here at 630pm. Their website says they are open everyday 10am-7pm. When I arrived,  they were putting jewelry away and the door was locked. The lady frown at me when I tried to open the door the first time, unknowingly that there were already closed. I was confused and saw a tiny sign by the door that has different hours for different days of the week. That was a waste of my time amd will never return. Get your website straight!",0,1,461,87
"I visited big view diner for third time tonight and have to say I was very disappointed in the food.  I think there was not even 2 ounces of meat in my stroganoff and what was in there was tough and stringy.  For what I paid for it, I expected it to be good.  It was definitely a letdown and made me think the extra 20 minute drive I took to get good food should be in another direction from now on.  3 pieces of mushrooms and a tiny piece of what was called \""brisket\"" was definitely not worth it.  Service was great which was only reason I put 2 stars!  Too bad food didn't match.",1,2,583,116
